trace_involved_amt,contract_block_involved,contract_tx_count,contract_main_active_days,sender_block_involved,sender_tx_count,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,is_sus,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_block_per_tx,contract_block_per_tx,sender_call_contract_day_ratio
2,70,70,50,38,39,18,1,1,1,25,58,312,2062770,18,825,5373479,9,8.0,4.0,2,4,600000,22222362813,25263157,305413,0.0,30,1.8345051997722803,-9.935255566625523,-9.938205644566832,-9.76288484759002,-0.7234984572123812,-0.7108304700966067,-0.8901514174018685,-1.6950792064455549,-0.6832910604890952,-0.7464657889295906,1.3457656755514649,-9.899006190822496,-8.512209656128741,-8.462834202568931,-0.2974374008214345,0.7022100413838638,0.709775477060625,1.068224861151896,0.6553138260274343,0.4416163529643565,2.5645284124788508,0.3651176005405909,0.8022524374750055,-0.0092362299791583,3.7455807129185663,1.5877190603302396,-0.0,-0.7067368554884946,0,0.08,0.1597444089456869,1.206896551724138,3.393493509458878e-05,0.021791767554479417,2.1666666666666665,7.071767271861066e-06,0.02564102564102564,0.014285714285714285,1.0,0.9743589743589743,1.0,0.02
2,71,71,51,90,96,17,2,1,1,25,59,317,2096770,24,1718,10871884,9,8.0,4.0,2,4,600000,16613930414,8581454,305401,0.0,84,1.8345051997722803,-9.934929610112397,-9.93792203551674,-9.748522721729664,-0.7133837055985816,-0.7019934872052083,-0.8942156645820433,-1.688147557868028,-0.6832910604890952,-0.7464657889295906,1.3457656755514649,-9.895199931862155,-8.41918573566782,-8.365278851666567,-0.2255810469428467,3.1282705618067705,3.0393915714135207,1.068224861151896,0.6553138260274343,0.4416163529643565,2.5645284124788508,0.3651176005405909,0.8022524374750055,-0.4343355675136585,0.040896448994553,1.587588797829305,-0.0,-0.6983605531980188,0,0.08,0.16037735849056603,1.2033898305084745,3.386159003534482e-05,0.009889470622454915,4.0,8.278233259457767e-06,0.010416666666666666,0.014084507042253521,1.0,0.9375,1.0,0.0196078431372549
2,72,72,52,630,661,201,3,2,2,28,59,324,2149686,136,1804,11390404,9,8.0,4.0,1,4,600000,14740367793,6965283,318116,0.0,628,1.8345051997722803,-9.93460365359927,-9.93763842646665,-9.734160595869309,-0.6083459003783548,-0.614398832229066,-0.1463941834298936,-1.6812159092905012,-0.6831223451473072,-0.7426683336264945,1.6298023314297816,-9.895199931862155,-8.288952247022532,-8.213448294362168,1.115737558790793,3.361911328611216,3.2590830159767825,1.068224861151896,0.6553138260274343,0.4416163529643565,-0.376444537611574,0.3651176005405909,0.8022524374750055,-0.5763449869654311,-0.3180239365026792,1.7256127727778536,-0.0,-0.6139770634569295,0,0.07142857142857142,0.16,1.2203389830508475,3.34932480868145e-05,0.1113573407202216,4.860294117647059,5.5309710234183946e-05,0.0030257186081694403,0.027777777777777776,1.0,0.9531013615733737,1.0,0.038461538461538464
2,73,73,53,35,37,15,4,1,1,25,60,325,2152071,16,764,4984546,9,8.0,4.0,2,4,600000,14631558330,11178620,305413,0.0,32,1.8345051997722803,-9.934277697086143,-9.937354817416558,-9.719798470008952,-0.7240820005747157,-0.7111405396717435,-0.9023441589423928,-1.6742842607129744,-0.6832910604890952,-0.7464657889295906,1.3457656755514649,-9.891393672901811,-8.27034746293035,-8.206605073423871,-0.3213895187809638,0.5364881021388501,0.544988674992579,1.068224861151896,0.6553138260274343,0.4416163529643565,2.5645284124788508,0.3651176005405909,0.8022524374750055,-0.5845923593768436,0.6176768898763069,1.5877190603302396,-0.0,-0.7064266220703288,0,0.08,0.16257668711656442,1.2166666666666666,3.392079818890818e-05,0.0196078431372549,2.3125,7.021701269944892e-06,0.02702702702702703,0.0136986301369863,1.0,0.9459459459459459,1.0,0.018867924528301886
6,1,1,1,12,18,1,1,1,1,95,1,0,0,8,0,4433,19,17.0,12.0,3,7,970231,45000000000,1298304,897331,0.0,15,10.528842639451334,-9.957746566031275,-9.957774669023117,-10.46662901474741,-0.728555833019281,-0.714086200635543,-0.9592436194648388,-1.6950792064455549,-0.6832910604890952,-0.7464657889295906,7.973287646045523,-10.115962951561986,-14.316902292890134,-14.381488649065131,-0.4171979906190809,-1.5391112680773875,-1.5650325759876744,4.961172605874549,2.625195066590864,4.971014844906476,5.505501362569276,2.4961541795712785,2.4395942434508795,1.71722809907674,-1.576550594439692,8.013112312677466,-0.0,-0.7090636061247378,1,0.06315789473684211,1.0,1.0,1.0,1.0,2.25,0.0027063599458728013,0.05555555555555555,1.0,1.0,0.6666666666666666,1.0,1.0
3,30613,35219,721,180,182,76,1,2,1,25,2659,759,4929479,64,813,5285345,9,12.0,6.0,2,5,600000,15727915927,23922638,190121,0.0,150,4.008089559692043,0.0204342138079219,0.0303688570837509,-0.1258983952918706,-0.6958774047285438,-0.6886604954743264,-0.6544250809517345,-1.6950792064455549,-0.6831223451473072,-0.7464657889295906,1.3457656755514649,0.001073365026817,-0.195871166922513,-0.2374576605110785,0.2534613122477388,0.6696090041553365,0.6724340326126991,1.068224861151896,1.5308165996111809,1.5739659759498863,2.5645284124788508,1.0754631268841537,0.8022524374750055,-0.5014923315921249,3.447877316281476,0.3362003721848943,-0.0,-0.6881228503985485,0,0.12,0.9486842105263158,13.245204964272283,0.006210188498584029,0.09336609336609336,2.84375,3.40564269586135e-05,0.01098901098901099,5.678752945853091e-05,2.0,0.989010989010989,0.8692183196570034,0.0013869625520110957
3,30614,35220,721,182,184,76,2,3,1,22,2659,759,4929539,64,813,5285405,9,10.0,6.0,2,5,600000,22266243285,7521317,216825,6.031263e+17,152,4.008089559692043,0.0207601703210487,0.030652466133842,-0.1258983952918706,-0.6954883758203207,-0.6883504258991896,-0.6544250809517345,-1.688147557868028,-0.6829536298055192,-0.7464657889295906,1.061729019673148,0.001073365026817,-0.195871166922513,-0.2372855040094861,0.2534613122477388,0.6696090041553365,0.6724594539786518,1.068224861151896,1.0930652128193077,1.5739659759498863,2.5645284124788508,1.0754631268841537,0.8022524374750055,-0.0059102454168362,-0.1945395170757942,0.6260778575978745,0.0,-0.6878126169803827,0,0.13636363636363635,0.9486842105263158,13.24558104550583,0.0062103157698284225,0.09336609336609336,2.875,3.443444079792546e-05,0.016304347826086956,8.517887563884156e-05,3.0,0.9891304347826086,0.8692220329358319,0.0013869625520110957
1,30615,35221,721,185,187,76,3,4,1,4,2659,759,4929568,66,813,5285434,4,2.0,2.0,1,2,150000,16255390768,12825490,79682,0.0,155,-0.3390791601474828,0.0210861268341756,0.030936075183933,-0.1258983952918706,-0.6949048324579861,-0.6878853215364845,-0.6544250809517345,-1.6812159092905012,-0.6827849144637311,-0.7464657889295906,-0.6424909155967525,0.001073365026817,-0.195871166922513,-0.2372022950337165,0.2774134302072681,0.6696090041553365,0.6724717409721956,-0.8782490112094307,-0.6579403343481857,-0.6907332700211732,-0.376444537611574,-1.055573452146534,-1.1878667386316506,-0.4615116044436267,0.9834149307543,-0.8626379895408437,-0.0,-0.687347266853134,0,0.25,0.9486842105263158,13.245957126739375,0.006210482092856393,0.09336609336609336,2.8333333333333335,3.500184942204378e-05,0.0213903743315508,0.00011356860963629653,4.0,0.9893048128342246,0.8692257460038045,0.0013869625520110957
1,30616,35222,721,2849,2886,325,4,32,15,4,2659,759,4929982,514,1277,8226002,4,2.0,2.0,1,2,150000,16480456615,9035851,88872,0.0,2819,-0.3390791601474828,0.0214120833473024,0.0312196842340241,-0.1258983952918706,-0.1767183267048671,-0.2694464298893909,0.3575724669117723,-1.6742842607129744,-0.6780608848936671,-0.693301414686246,-0.6424909155967525,0.001073365026817,-0.195871166922513,-0.2360144151727289,5.642687853141826,1.930182443658392,1.9183593282523443,-0.8782490112094307,-0.6579403343481857,-0.6907332700211732,-0.376444537611574,-1.055573452146534,-1.1878667386316506,-0.4444524093504666,0.1418092524100245,-0.7628786242418141,-0.0,-0.2741163538563289,0,0.25,0.9486842105263158,13.246333207972922,0.006210163402186174,0.2543035993740219,5.614785992217898,0.0003463407441013576,0.011088011088011088,0.0009085230821645562,2.1333333333333333,0.9871794871794872,0.8692294588609392,0.020804438280166437
2,30617,35223,721,21,21,9,5,1,1,22,2660,759,4930487,8,23,165124,9,12.0,6.0,2,4,600000,15376528299,337157,183513,0.0,17,1.8345051997722803,0.0217380398604293,0.0315032932841151,-0.1258983952918706,-0.7268052029322772,-0.7136210962728378,-0.926729642023441,-1.6673526121354476,-0.6832910604890952,-0.7464657889295906,1.061729019673148,0.0048796239871589,-0.195871166922513,-0.2345654312843261,-0.4171979906190809,-1.4766259467227103,-1.496949497382577,1.068224861151896,1.5308165996111809,1.5739659759498863,2.5645284124788508,0.3651176005405909,0.8022524374750055,-0.5281262708560186,-1.790002792109065,0.2644691550036117,-0.0,-0.7087533727065721,0,0.09090909090909091,0.9486842105263158,13.24172932330827,0.006209730152471723,0.375,2.625,0.0001271763815291446,0.047619047619047616,2.8390540271981376e-05,1.0,1.0,0.8692331715072538,0.0013869625520110957
